,day_timestamp,Close,day_average_sentiment
676,2018-09-10,2877.1298829999996,
677,2018-09-11,2887.889893,
678,2018-09-12,2888.919922,
679,2018-09-13,2904.179932,
680,2018-09-14,2904.97998,
681,2018-09-17,2888.800049,
682,2018-09-18,2904.310059,
683,2018-09-19,2907.949951,
684,2018-09-20,2930.75,
685,2018-09-21,2929.669922,
686,2018-09-24,2919.3701170000004,
687,2018-09-25,2915.560059,
688,2018-09-26,2905.969971,
689,2018-09-27,2914.0,
690,2018-09-28,2913.97998,
691,2018-10-01,2924.590088,0.25625
692,2018-10-02,2923.429932,0.24635
693,2018-10-03,2925.51001,0.4063666666666667
694,2018-10-04,2901.610107,0.5984
695,2018-10-05,2885.570068,
696,2018-10-08,2884.429932,-0.010599999999999998
697,2018-10-09,2880.340088,
698,2018-10-10,2785.679932,
699,2018-10-11,2728.3701170000004,0.6249
700,2018-10-12,2767.1298829999996,
701,2018-10-15,2750.790039,
702,2018-10-16,2809.919922,-0.6597
703,2018-10-17,2809.209961,0.15037120786516855
704,2018-10-18,2768.780029,0.04980000000000002
705,2018-10-19,2767.780029,0.2948
706,2018-10-22,2755.8798829999996,
707,2018-10-23,2740.689941,0.2295000000000001
708,2018-10-24,2656.100098,0.05742500000000007
709,2018-10-25,2705.570068,
710,2018-10-26,2658.689941,
711,2018-10-29,2641.25,0.6658000000000003
712,2018-10-30,2682.6298829999996,
713,2018-10-31,2711.73999,
