user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
realDonaldTrump,Donald J. Trump,1016638035281219584,2018-07-10 10:59:30,/realDonaldTrump/status/1016638035281219584,121393,23935,24902,"Thank you to all of my great supporters, really big progress being made. Other countries wanting to fix crazy trade deals. Economy is ROARING. Supreme Court pick getting GREAT REVIEWS. New Poll says Trump, at over 90%, is the most popular Republican in history of the Party. Wow!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Thank you to all of my great supporters, really big progress being made. Other countries wanting to fix crazy trade deals. <strong>Economy</strong> is ROARING. Supreme Court pick getting GREAT REVIEWS. New Poll says Trump, at over 90%, is the most popular Republican in history of the Party. Wow!</p>"
realDonaldTrump,Donald J. Trump,1006833568641777664,2018-06-13 09:40:03,/realDonaldTrump/status/1006833568641777664,71948,5199,12862,"...realize the economy is the best it’s ever been with employment being at an all time high, and many companies pouring back into our country. Wake up Punchy!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">...realize the <strong>economy</strong> is the best it’s ever been with employment being at an all time high, and many companies pouring back into our country. Wake up Punchy!</p>"
realDonaldTrump,Donald J. Trump,1006334219759575040,2018-06-12 00:35:49,/realDonaldTrump/status/1006334219759575040,97028,21933,23498,"Our Great Larry Kudlow, who has been working so hard on trade and the economy, has just suffered a heart attack. He is now in Walter Reed Medical Center.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Our Great Larry Kudlow, who has been working so hard on trade and the <strong>economy</strong>, has just suffered a heart attack. He is now in Walter Reed Medical Center.</p>"
realDonaldTrump,Donald J. Trump,1006293144911085568,2018-06-11 21:52:36,/realDonaldTrump/status/1006293144911085568,134587,16187,30438,"Stock Market up almost 40% since the Election, with 7 Trillion Dollars of U.S. value built throughout the economy. Lowest unemployment rate in many decades, with Black & Hispanic unemployment lowest in History, and Female unemployment lowest in 21 years. Highest confidence ever!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Stock Market up almost 40% since the Election, with 7 Trillion Dollars of U.S. value built throughout the <strong>economy</strong>. Lowest unemployment rate in many decades, with Black &amp; Hispanic unemployment lowest in History, and Female unemployment lowest in 21 years. Highest confidence ever!</p>"
realDonaldTrump,Donald J. Trump,1003952348962619392,2018-06-05 10:51:07,/realDonaldTrump/status/1003952348962619392,70674,8419,15450,The U.S. has an increased economic value of more than 7 Trillion Dollars since the Election. May be the best economy in the history of our country. Record Jobs numbers. Nice!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The U.S. has an increased economic value of more than 7 Trillion Dollars since the Election. May be the best <strong>economy</strong> in the history of our country. Record Jobs numbers. Nice!</p>"
realDonaldTrump,Donald J. Trump,1003738744061603843,2018-06-04 20:42:19,/realDonaldTrump/status/1003738744061603843,82007,19463,16727,In many ways this is the greatest economy in the HISTORY of America and the best time EVER to look for a job!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">In many ways this is the greatest <strong>economy</strong> in the HISTORY of America and the best time EVER to look for a job!</p>"
realDonaldTrump,Donald J. Trump,1003738642903420928,2018-06-04 20:41:55,/realDonaldTrump/status/1003738642903420928,86285,21108,19198,The Fake News Media is desperate to distract from the economy and record setting economic numbers and so they keep talking about the phony Russian Witch Hunt.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The Fake News Media is desperate to distract from the <strong>economy</strong> and record setting economic numbers and so they keep talking about the phony Russian Witch Hunt.</p>"
realDonaldTrump,Donald J. Trump,1003601217111707649,2018-06-04 11:35:50,/realDonaldTrump/status/1003601217111707649,125562,30170,26625,"This is my 500th. Day in Office and we have accomplished a lot - many believe more than any President in his first 500 days. Massive Tax & Regulation Cuts, Military & Vets, Lower Crime & Illegal Immigration, Stronger Borders, Judgeships, Best Economy & Jobs EVER, and much more...","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">This is my 500th. Day in Office and we have accomplished a lot - many believe more than any President in his first 500 days. Massive Tax &amp; Regulation Cuts, Military &amp; Vets, Lower Crime &amp; Illegal Immigration, Stronger Borders, Judgeships, Best <strong>Economy</strong> &amp; Jobs EVER, and much more...</p>"
realDonaldTrump,Donald J. Trump,997233764689498112,2018-05-17 21:53:51,/realDonaldTrump/status/997233764689498112,79795,6374,16005,Great talk with my friend President Mauricio Macri of Argentina this week. He is doing such a good job for Argentina. I support his vision for transforming his country’s economy and unleashing its potential!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Great talk with my friend President Mauricio Macri of Argentina this week. He is doing such a good job for Argentina. I support his vision for transforming his country’s <strong>economy</strong> and unleashing its potential!</p>"
realDonaldTrump,Donald J. Trump,1052609907344715777,2018-10-17 17:18:53,/realDonaldTrump/status/1052609907344715777,36017,3395,8893,"“President Donald J. Trump is Following Through on His Promise to Cut Burdensome Red Tape and Unleash the American Economy”
Read more: https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-following-promise-cut-burdensome-red-tape-unleash-american-economy/ …pic.twitter.com/zF8fEsw3in","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">“President Donald J. Trump is Following Through on His Promise to Cut Burdensome Red Tape and Unleash the American <strong>Economy</strong>”
Read more: <a class=""twitter-timeline-link"" data-expanded-url=""https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-following-promise-cut-burdensome-red-tape-unleash-american-economy/"" dir=""ltr"" href=""https://t.co/SrBaQzpq4E"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-following-promise-cut-burdensome-red-tape-unleash-american-economy/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">whitehouse.gov/briefings-stat</span><span class=""invisible"">ements/president-donald-j-trump-following-promise-cut-burdensome-red-tape-unleash-american-economy/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/zF8fEsw3in"">pic.twitter.com/zF8fEsw3in</a></p>"
